Ward,Province,Municipality,Hazard,District,Incident on,Title,tweets
5,Sudurpashchim,Khaptadchhanna,Heavy Rainfall,Bajhang,2022-06-30,"Heavy Rainfall at Sutarigau, Khaptadchhanna Rural Municipality-5","🌧️ Heavy rainfall alert! Sutarigau in Khaptadchhanna Rural Municipality-5, Bajhang, Sudurpashchim Province, is experiencing heavy rainfall. Stay safe and take necessary precautions! #HeavyRainfall #Nepal #SafetyFirst"
2,Sudurpashchim,Dhangadhi,Heavy Rainfall,Kailali,2022-06-29,"Heavy Rainfall at Ramjanaki, Dhangadhi Submetropolitan City-2","🚨 Heavy rainfall alert! 🌧️ Ramjanaki in Dhangadhi Submetropolitan City-2, Kailali, Sudurpashchim Province, experienced intense rainfall today. Stay safe and take necessary precautions. #HeavyRainfall #Dhangadhi #Ramjanaki #Kailali #Sudurpashchim"
7,Madhesh,Mirchaiya,Heavy Rainfall,Siraha,2022-06-29,"Heavy Rainfall at MALAHANIYA, Mirchaiya Municipality-7","🌧️ Heavy rainfall alert! 🌧️
Stay safe, residents of Mirchaiya Municipality-7, Siraha district. Be prepared for heavy rainfall in your area today. #StaySafe #HeavyRainfall #Siraha #Madhesh"
5,Bagmati,Changunarayan,Heavy Rainfall,Bhaktapur,2022-06-29,"Heavy Rainfall at Chaling dalagau, Changunarayan Municipality-5","🌧️ Heavy rainfall reported in Chaling dalagau, Changunarayan Municipality-5, Bhaktapur, Bagmati Province. Stay safe and take necessary precautions! #HeavyRainfall #StaySafe #Bhaktapur"
5,Sudurpashchim,Beldandi,Heavy Rainfall,Kanchanpur,2022-06-29,Heavy Rainfall at Beldandi Rural Municipality-5,"🌧️ Heavy rainfall reported in Beldandi Rural Municipality-5, Kanchanpur, Sudurpashchim. Stay safe and take necessary precautions! #RainfallAlert #Sudurpashchim #Kanchanpur #Beldandi"
5,Madhesh,Manra Siswa,Heavy Rainfall,Mahottari,2022-06-29,Heavy Rainfall at Manra Siswa Municipality-5,"🌧️ Heavy rainfall alert! 🌧️

📍 Manra Siswa Municipality-5, Mahottari, Madhesh

Stay safe and be prepared for possible flooding and landslides. Follow local authorities' instructions and take necessary precautions. #HeavyRainfall #Mahottari #StaySafe"
6,Madhesh,Mirchaiya,Heavy Rainfall,Siraha,2022-06-29,"Heavy Rainfall at Marchaiya, Mirchaiya Municipality-6","🚨 ALERT 🚨 
Heavy rainfall has been reported in Marchaiya, Mirchaiya Municipality-6, Siraha district, Madhesh province. Please stay safe and take necessary precautions. #HeavyRainfall #Siraha #Madhesh"
5,Madhesh,Mirchaiya,Heavy Rainfall,Siraha,2022-06-29,"Heavy Rainfall at Majhitole, Mirchaiya Municipality-5","🌧️⚠️ ALERT: Heavy rainfall reported in Majhitole, Mirchaiya Municipality-5, Siraha. Please take necessary precautions and stay safe. #HeavyRainfall #Siraha #StaySafe"
5,Madhesh,Mirchaiya,Heavy Rainfall,Siraha,2022-06-29,Heavy Rainfall at Mirchaiya Municipality-5,"🌧️⚠️ ALERT: Heavy rainfall reported in Mirchaiya Municipality-5, Siraha district, Madhesh province. Please take necessary precautions and stay safe! #HeavyRainfall #Siraha #Madhesh #StaySafe"
4,Madhesh,Suwarna,Heavy Rainfall,Bara,2022-06-29,"Heavy Rainfall at Hardiya, Suwarna Rural Municipality-4","🚨 ALERT: Heavy rainfall reported in Hardiya, Suwarna Rural Municipality-4, Bara district, Madhesh province. Stay safe and take necessary precautions. #HeavyRainfall #Bara #Madhesh"
17,Gandaki,Pokhara Lekhnath,Heavy Rainfall,Kaski,2022-06-29,"Heavy Rainfall at Gharalpati, Pokhara Lekhnath Metropolitan City-17","🌧️🚨 Heavy rainfall alert! 🚨🌧️
Gharalpati, Pokhara Lekhnath Metropolitan City-17 in Kaski district, Gandaki province, is experiencing heavy rainfall today. Stay safe and take necessary precautions. #HeavyRainfall #StaySafe #PokharaLekhnath"
1,Bagmati,Budhanilakantha,Heavy Rainfall,Kathmandu,2022-06-29,"Heavy Rainfall at Taulung Tingan, Budhanilakantha Municipality-1","🌧️ Heavy rainfall alert! Taulung Tingan, Budhanilakantha Municipality-1 in Kathmandu, Bagmati Province is experiencing heavy rainfall. Stay indoors and stay safe! #RainfallAlert #Nepal #Kathmandu #Bagmati"
2,Madhesh,Mahottari,Heavy Rainfall,Mahottari,2022-06-29,"Heavy Rainfall at Mahottaritole, Mahottari Rural Municipality-2","🌧️ Heavy rainfall alert! 🌧️ 
⚠️ Mahottaritole in Mahottari Rural Municipality-2, Madhesh, is experiencing heavy rainfall. Stay safe and take necessary precautions. #RainfallAlert #Mahottari #Madhesh"
4,Madhesh,Phatuwa Bijayapur,Heavy Rainfall,Rautahat,2022-06-29,"Heavy Rainfall at Tengraha, Phatuwa Bijayapur Municipality-4","🌧️ Heavy rainfall alert! Tengraha in Phatuwa Bijayapur Municipality-4, Rautahat, Madhesh is experiencing heavy rainfall. Stay safe and take necessary precautions! #RainfallAlert #StaySafe #Rautahat"
5,Madhesh,Bariyarpatti,Heavy Rainfall,Siraha,2022-06-29,"Heavy Rainfall at Kajara, Bariyarpatti Rural Municipality-5","⚠️ ALERT ⚠️ Heavy rainfall reported in Kajara, Bariyarpatti Rural Municipality-5, Siraha district, Madhesh province. Stay safe and take necessary precautions. #HeavyRainfall #Siraha #Madhesh"
5,Madhesh,Nawarajpur,Heavy Rainfall,Siraha,2022-06-29,Heavy Rainfall at Nawarajpur Rural Municipality-5,"🌧️ Heavy rainfall reported at Nawarajpur Rural Municipality-5 in Siraha district, Madhesh province. Stay safe and take necessary precautions! #HeavyRainfall #Nawarajpur #Siraha #Madhesh"
13,Madhesh,Golbazar,Heavy Rainfall,Siraha,2022-06-29,Heavy Rainfall at Golbazar Municipality-13,"🌧️ Heavy rainfall reported in Golbazar Municipality-13, Siraha, Madhesh. Stay safe and take necessary precautions. #RainfallAlert #GolbazarMunicipality13 #Siraha #Madhesh"
5,Sudurpashchim,Dhakari,Heavy Rainfall,Achham,2022-06-28,Heavy Rainfall at Dhakari Rural Municipality-5,"🌧️ Heavy rainfall has caused havoc in Dhakari Rural Municipality-5, Achham. Stay safe and take necessary precautions! #Rainfall #DisasterAlert #Achham"
2,Madhesh,Rajpur,Heavy Rainfall,Rautahat,2022-06-28,"Heavy Rainfall at Phatwa, Rajpur Municipality-2","🌧️🌧️ Heavy rainfall alert! 🌧️🌧️
Phatwa, Rajpur Municipality-2 in Rautahat, Madhesh is experiencing heavy rainfall. Stay safe and take necessary precautions! #HeavyRainfall #Rautahat #Madhesh"
1,Lumbini,Pyuthan,Heavy Rainfall,Pyuthan,2022-06-28,"Heavy Rainfall at Kwadi, Pyuthan Municipality-1","🌧️🚨 ALERT: Heavy rainfall reported in Kwadi, Pyuthan Municipality-1, Pyuthan District, Lumbini Province on 2022-06-28. Stay safe and follow local authorities' instructions. #HeavyRainfall #Pyuthan #Lumbini"
3,Madhesh,Ekdara,Heavy Rainfall,Mahottari,2022-06-28,"Heavy Rainfall at Ajamarpatti, Ekdara Rural Municipality-3","🌧️ Heavy rainfall has caused havoc in Ajamarpatti, Ekdara Rural Municipality-3, Mahottari. Stay safe and take necessary precautions! #HeavyRainfall #Mahottari #StaySafe"
25,Gandaki,Pokhara Lekhnath,Heavy Rainfall,Kaski,2022-06-24,"Heavy Rainfall at Hemja, Pokhara Lekhnath Metropolitan City-25","🌧️🚨 Heavy Rainfall Alert 🚨🌧️
💦 Hemja, Pokhara Lekhnath Metropolitan City-25, Gandaki Province, Kaski District is experiencing heavy rainfall. Stay indoors, stay safe, and follow local authorities' instructions. #HeavyRainfall #SafetyFirst #PokharaLekhnath"
4,Bagmati,Tokha,Heavy Rainfall,Kathmandu,2022-06-24,"Heavy Rainfall at Bhatgatchoke, Tokha Municipality-4","🌧️🚨 ALERT: Heavy rainfall in Bhatgatchoke, Tokha Municipality-4, Kathmandu, Bagmati Province on 2022-06-24. Stay safe and take necessary precautions! #HeavyRainfall #Nepal #StaySafe"
3,Gandaki,Baglung,Heavy Rainfall,Baglung,2022-06-21,"Heavy Rainfall at Nisikhola, Baglung Municipality-3","🌧️ Heavy rainfall reported at Nisikhola, Baglung Municipality-3, Gandaki Province, Baglung district. Stay safe and take necessary precautions! #HeavyRainfall #Nisikhola #Baglung #Gandaki"
10,Gandaki,Bhanu,Heavy Rainfall,Tanahu,2022-06-19,"Heavy Rainfall at Dudhekuna, Bhanu Municipality-10","🌧️ Heavy rainfall alert! Dudhekuna in Bhanu Municipality-10, Tanahu, Gandaki Province experienced heavy rainfall on June 19, 2022. Stay safe and be prepared for possible flooding and landslides. #HeavyRainfall #Tanahu #Gandaki #StaySafe"
24,Bagmati,Lalitpur,Heavy Rainfall,Lalitpur,2022-06-17,"Heavy Rainfall at Dhapakhel, Lalitpur Metropolitan City-24","🌧️🚨 Heavy rainfall reported in Dhapakhel, Lalitpur Metropolitan City-24, Bagmati Province. Stay safe and take necessary precautions! #HeavyRainfall #Lalitpur #Bagmati #StaySafe"
7,Bagmati,Gangajamuna,Heavy Rainfall,Dhading,2022-06-17,"Heavy Rainfall at Gaun, Gangajamuna Rural Municipality-7","⚠️ Heavy rainfall reported in Gaun, Gangajamuna Rural Municipality-7, Dhading, Bagmati Province. Stay safe and take necessary precautions. #RainfallAlert #Dhading #Bagmati"
2,Koshi,Makalu,Heavy Rainfall,Sankhuwasabha,2022-06-17,"Heavy Rainfall at Seduwa, Makalu Rural Municipality-2","🌧️🚨 Heavy rainfall alert! Seduwa, Makalu Rural Municipality-2 in Sankhuwasabha, Koshi Province is experiencing heavy rainfall. Stay safe and take necessary precautions! #HeavyRainfall #Seduwa #Makalu #StaySafe"
1,Koshi,Phaktanglung,Heavy Rainfall,Taplejung,2022-06-17,Heavy Rainfall at Phaktanglung Rural Municipality-1,"🌧️ Heavy rainfall hits Phaktanglung Rural Municipality-1 in Taplejung, Koshi Province. Stay safe and take necessary precautions! #HeavyRainfall #Taplejung #Koshi"
5,Lumbini,Sisne,Heavy Rainfall,Rukum East,2022-06-16,"Heavy Rainfall at Madhipakha, Sisne Rural Municipality-5","🌧️ Heavy rainfall alert 🌧️
Madhipakha, Sisne Rural Municipality-5 in Rukum East, Lumbini Province experienced heavy rainfall today. Stay safe and take necessary precautions! #HeavyRainfall #StaySafe #RukumEast #Lumbini"
1,Gandaki,Raghuganga,Heavy Rainfall,Myagdi,2022-06-16,"Heavy Rainfall at Begkhola, Raghuganga Rural Municipality-1","🚨 ALERT 🚨 Heavy rainfall reported at Begkhola, Raghuganga Rural Municipality-1, Myagdi. Stay safe and take necessary precautions! #HeavyRainfall #Myagdi #Nepal"
1,Gandaki,BhimsenThapa,Heavy Rainfall,Gorkha,2022-06-15,Heavy Rainfall at BhimsenThapa Rural Municipality-1,"🌧️ Heavy rainfall alert! 🌧️ 
⚠️ BhimsenThapa Rural Municipality-1, Gorkha, Gandaki Province is experiencing heavy rainfall today. Stay safe and take necessary precautions. #HeavyRainfall #Gorkha #StaySafe"
9,Bagmati,Suryabinayak,Heavy Rainfall,Bhaktapur,2022-06-15,"Heavy Rainfall at Palase, Suryabinayak Municipality-9","🌧️🚨 ALERT: Heavy rainfall reported in Palase, Suryabinayak Municipality-9, Bhaktapur, Bagmati Province. Stay safe and take necessary precautions! #HeavyRainfall #Bhaktapur #Bagmati"
1,Koshi,Aathrai Tribeni,Heavy Rainfall,Taplejung,2022-06-15,"Heavy Rainfall at Amale, Aathrai Tribeni Rural Municipality-1","🌧️ Heavy rainfall reported at Amale, Aathrai Tribeni Rural Municipality-1, Taplejung district, Koshi province. Stay safe and take necessary precautions! #HeavyRainfall #Taplejung #Koshi"
9,Bagmati,Changunarayan,Heavy Rainfall,Bhaktapur,2022-06-13,"Heavy Rainfall at Tanthali, Changunarayan Municipality-9","🌧️🚨 ALERT: Heavy rainfall reported in Tanthali, Changunarayan Municipality-9, Bhaktapur, Bagmati Province. Stay indoors and be cautious of potential flooding and landslides. #Nepal #HeavyRainfall #SafetyFirst"
3,Bagmati,Kathmandu,Heavy Rainfall,Kathmandu,2022-06-13,"Heavy Rainfall at Ranibari, Kathmandu Metropolitan City-3","🌧️🌧️ Heavy rainfall alert! 🌧️🌧️ Ranibari in Kathmandu Metropolitan City-3, Bagmati Province, experienced heavy rainfall on 2022-06-13. Stay safe and be prepared for possible flooding. #HeavyRainfall #Kathmandu #Bagmati #StaySafe"
6,Gandaki,Vyas,Heavy Rainfall,Tanahu,2022-06-06,"Heavy Rainfall at Sundaratole, Vyas Municipality-6","🌧️ ALERT: Heavy rainfall reported at Sundaratole, Vyas Municipality-6, Tanahu, Gandaki Province. Stay safe and vigilant! #HeavyRainfall #Tanahu #Gandaki"
5,Koshi,Chisankhugadhi,Heavy Rainfall,Okhaldhunga,2022-05-27,Heavy Rainfall at Chisankhugadhi Rural Municipality-5,"🌧️ Heavy rainfall reported at Chisankhugadhi Rural Municipality-5, Okhaldhunga, Koshi Province. Stay safe and take necessary precautions! #HeavyRainfall #Okhaldhunga #Koshi"
3,Bagmati,Changunarayan,Heavy Rainfall,Bhaktapur,2022-05-25,"Heavy Rainfall at jhaukel, Changunarayan Municipality-3","🌧️ Heavy rainfall reported in Jhaukel, Changunarayan Municipality-3, Bhaktapur. Stay safe and take necessary precautions! #HeavyRainfall #Bhaktapur #StaySafe"
1,Lumbini,Bhume,Heavy Rainfall,Rukum East,2022-04-29,"Heavy Rainfall at Saipatung, Bhume Rural Municipality-1","🌧️ ALERT: Heavy rainfall has been reported in Saipatung, Bhume Rural Municipality-1, Rukum East. Stay safe and take necessary precautions! #HeavyRainfall #RukumEast #StaySafe"
1,Koshi,Salpasilichho,Heavy Rainfall,Bhojpur,2022-02-06,Heavy Rainfall at Salpasilichho Rural Municipality-1,"🌧️ Heavy rainfall alert in Salpasilichho Rural Municipality-1, Bhojpur! Stay safe and be prepared for possible flooding and landslides. #HeavyRainfall #StaySafe #Bhojpur"
9,Madhesh,Godaita,Heavy Rainfall,Sarlahi,2022-02-05,"Heavy Rainfall at janakingar, Godaita Municipality-9","🌧️ Heavy rainfall alert! 🌧️
Stay safe, everyone! Janakingar in Godaita Municipality-9, Sarlahi, Madhesh is experiencing heavy rainfall today. Take necessary precautions and stay indoors. #HeavyRainfall #StaySafe #Sarlahi"
1,Madhesh,Baudhimai,Heavy Rainfall,Rautahat,2022-02-04,"Heavy Rainfall at ajigabi, Baudhimai Municipality-1","🌧️ ALERT 🌧️ Heavy rainfall reported at Ajigabi, Baudhimai Municipality-1, Rautahat, Madhesh. Stay safe and take necessary precautions! #HeavyRainfall #Rautahat #Madhesh"
8,Madhesh,Mahagadhimai,Heavy Rainfall,Bara,2022-02-04,"Heavy Rainfall at betona, Mahagadhimai Municipality-8","🌧️ Heavy rainfall alert! 🌧️ 
Betona, Mahagadhimai Municipality-8, Bara district, Madhesh province experienced heavy rainfall on 2022-02-04. Stay safe and take necessary precautions. #HeavyRainfall #Bara #Madhesh"
19,Lumbini,Ghorahi,Heavy Rainfall,Dang,2021-12-30,"Heavy Rainfall at balikot, Ghorahi Submetropolitan City-19","🌧️ Heavy rainfall alert! 🌧️

⚠️ Balikot, Ghorahi Submetropolitan City-19 in Dang district, Lumbini province, is experiencing heavy rainfall today. Stay safe and be prepared for potential flooding and landslides. #HeavyRainfall #Dang #Lumbini #StaySafe"
4,Sudurpashchim,Jagannath,Heavy Rainfall,Bajura,2021-12-03,"Heavy Rainfall at chupakhe, Jagannath Rural Municipality-4","🌧️ Heavy rainfall reported in Chupakhe, Jagannath Rural Municipality-4, Bajura, Sudurpashchim Province on 2021-12-03. Stay safe and take necessary precautions! #HeavyRainfall #Bajura #Sudurpashchim"
1,Koshi,Arun,Heavy Rainfall,Bhojpur,2021-10-21,Heavy Rainfall at Arun Rural Municipality-1,"🌧️🚨 ALERT: Heavy rainfall reported in Arun Rural Municipality-1, Bhojpur District, Koshi Province. Stay vigilant and stay safe! #HeavyRainfall #Bhojpur #Koshi"
4,Koshi,Chisankhugadhi,Heavy Rainfall,Okhaldhunga,2021-10-21,"Heavy Rainfall at Ratmate, Chisankhugadhi Rural Municipality-4","🌧️ Heavy rainfall reported in Ratmate, Chisankhugadhi Rural Municipality-4, Okhaldhunga district, Koshi province. Stay safe and take necessary precautions. #HeavyRainfall #Okhaldhunga #Nepal"
7,Koshi,Uralabari,Heavy Rainfall,Morang,2021-10-20,"Heavy Rainfall at bandanda , Uralabari Municipality-7","🌧️ Heavy rainfall reported in Bandanda, Uralabari Municipality-7, Morang. Stay safe and take necessary precautions. #HeavyRainfall #Morang #Uralabari"
6,Madhesh,Balwa,Heavy Rainfall,Mahottari,2021-10-20,Heavy Rainfall at Balwa Municipality-6,"🌧️ Heavy rainfall alert! Balwa Municipality-6 in Mahottari, Madhesh is experiencing heavy rainfall today. Stay safe and take necessary precautions. #HeavyRainfall #Mahottari #BalwaMunicipality6"
11,Madhesh,Golbazar,Heavy Rainfall,Siraha,2021-10-20,"Heavy Rainfall at balakba, Golbazar Municipality-11","🌧️ ALERT: Heavy rainfall reported in Balakba, Golbazar Municipality-11, Siraha district, Madhesh province. Stay safe and take necessary precautions! #HeavyRainfall #Siraha #Madhesh"
2,Madhesh,Lalbandi,Heavy Rainfall,Sarlahi,2021-10-20,"Heavy Rainfall at purabas, Lalbandi Municipality-2","🌧️💦 ALERT: Heavy rainfall reported in Purabas, Lalbandi Municipality-2, Sarlahi. Stay safe and take necessary precautions. #HeavyRainfall #Sarlahi #StaySafe"
3,Madhesh,Baudhimai,Heavy Rainfall,Rautahat,2021-10-20,"Heavy Rainfall at matiarba, Baudhimai Municipality-3","🌧️ Heavy rainfall alert! 🌧️ 
Stay safe, everyone! Matiarba in Baudhimai Municipality-3, Rautahat, Madhesh, is experiencing heavy rainfall today. Take necessary precautions and stay indoors. #HeavyRainfall #StaySafe #Rautahat"
7,Madhesh,Tilathi Koiladi,Heavy Rainfall,Saptari,2021-10-20,Heavy Rainfall at Tilathi Koiladi Rural Municipality-7,"🌧️ Urgent Weather Alert 🌧️
⚠️ Heavy Rainfall ⚠️
📍 Tilathi Koiladi Rural Municipality-7, Saptari, Madhesh
📅 Incident on 2021-10-20
Stay safe and take necessary precautions! #HeavyRainfall #Nepal #SafetyFirst"
5,Madhesh,Tilathi Koiladi,Heavy Rainfall,Saptari,2021-10-20,Heavy Rainfall at Tilathi Koiladi Rural Municipality-5,"🌧️ Heavy rainfall alert! Tilathi Koiladi Rural Municipality-5 in Saptari, Madhesh is experiencing heavy downpour since 2021-10-20. Stay safe and take necessary precautions! #RainfallAlert #TilathiKoiladi #Saptari #Madhesh"
4,Madhesh,Paroha,Heavy Rainfall,Rautahat,2021-10-20,"Heavy Rainfall at laukaha, Paroha Municipality-4","🚨 ALERT 🚨 Heavy rainfall reported in Laukaha, Paroha Municipality-4, Rautahat, Madhesh. Stay safe and take necessary precautions. #HeavyRainfall #NaturalHazard #StaySafe"
9,Lumbini,Sandhikharka,Heavy Rainfall,Arghakhanchi,2021-10-20,"Heavy Rainfall at mateghar, Sandhikharka Municipality-9","🌧️ Heavy rainfall alert in Mateghar, Sandhikharka Municipality-9, Arghakhanchi! Stay safe and take necessary precautions. #HeavyRainfall #Arghakhanchi #StaySafe"
2,Lumbini,Tulsipur,Heavy Rainfall,Dang,2021-10-20,"Heavy Rainfall at paleti, Tulsipur Submetropolitan City-2","🌧️ Heavy rainfall alert! 🌧️ 
Paleti, Tulsipur Submetropolitan City-2 in Dang, Lumbini Province is experiencing heavy rainfall since 2021-10-20. Stay safe and take necessary precautions. #RainfallAlert #Dang #Lumbini #StaySafe"
2,Madhesh,Lakshminiya,Heavy Rainfall,Dhanusa,2021-10-20,"Heavy Rainfall at singarjoda, Lakshminiya Rural Municipality-2","🌧️🌧️ ALERT: Heavy rainfall reported in Singarjoda, Lakshminiya Rural Municipality-2, Dhanusa, Madhesh. Stay safe and take necessary precautions! 🌧️🌧️ #HeavyRainfall #Nepal #SafetyFirst"
8,Koshi,Halesi Tuwachung,Heavy Rainfall,Khotang,2021-10-20,"Heavy Rainfall at dhitung kholingpa, Halesi Tuwachung Municipality-8","🚨 ALERT 🚨 Heavy rainfall reported in Dhitung Kholingpa, Halesi Tuwachung Municipality-8, Khotang. Stay safe and follow local authorities' instructions. #HeavyRainfall #Khotang #StaySafe"
1,Sudurpashchim,Alital,Heavy Rainfall,Dadeldhura,2021-10-20,Heavy Rainfall at Alital Rural Municipality-1,"🌧️ Heavy rainfall reported in Alital Rural Municipality-1, Dadeldhura. Stay safe and be prepared for potential flooding and landslides. #HeavyRainfall #Nepal #StaySafe"
