Ward,Province,Municipality,Hazard,District,Incident on,Title,facebook_status
11,Gandaki,Devchuli,Heavy Rainfall,Nawalparasi East,8/27/2021,"Heavy Rainfall at Kunaghat, Devchuli Municipality-11","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! Heavy rainfall has been reported in Kunaghat, Devchuli Municipality-11, Nawalparasi East district, Gandaki province. Please take necessary precautions and stay updated with local authorities for any emergency information. #StaySafe #HeavyRainfall #NepalDisasterAlert"
6,Lumbini,Bansagadhi,Heavy Rainfall,Bardiya,8/27/2021,"Heavy Rainfall at motipura, Bansagadhi Municipality-6","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Bansagadhi Municipality-6, Bardiya! 🚨

We want to inform you about the heavy rainfall incident that occurred in Motipura on 8/27/2021. Please stay cautious and take necessary precautions to ensure your safety.

Stay tuned for further updates and stay safe! 💙

#HeavyRainfallAlert #BansagadhiMunicipality #StaySafe"
1,Koshi,Aathrai Tribeni,Heavy Rainfall,Taplejung,8/26/2021,"Heavy Rainfall at Dhadeshit, Aathrai Tribeni Rural Municipality-1","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Dhadeshit, Aathrai Tribeni Rural Municipality-1 in Taplejung district, Koshi province! 

⚠️ We want to inform you that heavy rainfall has been reported in your area. Please take necessary precautions and stay safe.

📅 Incident Date: 8/26/2021
📍 Municipality: Aathrai Tribeni Rural Municipality-1
🌍 District: Taplejung
🌁 Province: Koshi

Stay indoors and avoid unnecessary travel until the situation improves. We will keep you updated with any further developments.

#StaySafe #HeavyRainfall #Taplejung #Koshi"
2,Gandaki,Aandhikhola,Heavy Rainfall,Syangja,8/26/2021,"Heavy Rainfall at Madhuwa Musuri, Aandhikhola Rural Municipality-2","🌧️ Heavy Rainfall Alert 🌧️

📍 Madhuwa Musuri, Aandhikhola Rural Municipality-2, Syangja

⚠️ We want to inform everyone that Madhuwa Musuri in Aandhikhola Rural Municipality-2, Syangja district, Gandaki province, experienced heavy rainfall on 8/26/2021. Please take necessary precautions and stay safe. 🙏

#HeavyRainfall #StaySafe #Syangja #Gandaki"
13,Lumbini,Tulsipur,Heavy Rainfall,Dang,8/26/2021,"Heavy Rainfall at Ambapur, Tulsipur Submetropolitan City-13","🌧️ Heavy Rainfall Alert 🌧️

📍 Ambapur, Tulsipur Submetropolitan City-13

Attention everyone in Lumbini Province! 🚨

We regret to inform you that Ambapur, located in Tulsipur Submetropolitan City-13, Dang district, has been affected by heavy rainfall today. Please take necessary precautions to ensure your safety and that of your loved ones.

Stay tuned for further updates and stay safe! 🙏

#HeavyRainfall #LumbiniProvince #StaySafe"
3,Lumbini,Sarawal,Heavy Rainfall,Nawalparasi West,8/26/2021,"Heavy Rainfall at Devgaun, Sarawal Rural Municipality-3","🌧️ Heavy rainfall alert! 🌧️

Devgaun, located in Sarawal Rural Municipality-3, Nawalparasi West, has experienced heavy rainfall today. Please stay safe and take necessary precautions. #HeavyRainfall #StaySafe #NawalparasiWest"
6,Madhesh,Ishanath,Heavy Rainfall,Rautahat,8/26/2021,"Heavy Rainfall at Jayanagar, Ishanath Municipality-6","🌧️ Heavy Rainfall Alert 🌧️

📍 Jayanagar, Ishanath Municipality-6 📍

⚠️ Attention, residents of Jayanagar and surrounding areas! ⚠️

We want to inform you that heavy rainfall has been reported in Jayanagar, Ishanath Municipality-6, Rautahat district. Please take necessary precautions and stay safe during this time.

For any emergencies or assistance, please contact the local authorities or the disaster management office.

#HeavyRainfallAlert #StaySafe #RautahatDistrict #Jayanagar #IshanathMunicipality6"
5,Lumbini,Banganga,Heavy Rainfall,Kapilbastu,8/26/2021,"Heavy Rainfall at Madhauliya, Banganga Municipality-5","🌧️ Heavy Rainfall Alert! 🌧️

Attention residents of Madhauliya, Banganga Municipality-5 in Kapilbastu district, Lumbini province! 

We regret to inform you that heavy rainfall has been reported in your area on 8/26/2021. Please take necessary precautions and stay safe. 

For any emergency assistance, please contact the local authorities. Stay tuned for further updates. 

#HeavyRainfallAlert #StaySafe #Lumbini #Kapilbastu #BangangaMunicipality5"
4,Lumbini,Banganga,Heavy Rainfall,Kapilbastu,8/26/2021,"Heavy Rainfall at Jageda, Banganga Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Jageda, Banganga Municipality-4, Kapilbastu district, Lumbini province! 

⚠️ We are experiencing heavy rainfall in your area. Please take necessary precautions and stay safe. 

📅 Incident Date: 8/26/2021
📍 Municipality: Banganga
🏢 Ward: 4

Stay indoors, avoid flooded areas, and keep emergency numbers handy. We'll keep you updated on the situation. Stay safe! 💙 #HeavyRainfall #StaySafe"
8,Madhesh,Dakneshwori,Heavy Rainfall,Saptari,8/26/2021,"Heavy Rainfall at Prabaha, Dakneshwori Municipality-8","🌧️ Heavy Rainfall Alert 🌧️

📍 Prabaha, Dakneshwori Municipality-8

Stay prepared, folks! Heavy rainfall has been reported in Prabaha, Dakneshwori Municipality-8, Saptari District, Madhesh Province. Ensure your safety and take necessary precautions. Stay tuned for further updates!

#HeavyRainfall #Alert #StaySafe #Prabaha #DakneshworiMunicipality8 #SaptariDistrict #MadheshProvince"
1,Lumbini,Duduwa,Heavy Rainfall,Banke,8/26/2021,"Heavy Rainfall at Kandhaipuruwa, Duduwa Rural Municipality-1","🌧️ Heavy Rainfall Alert 🌧️

📍 Kandhaipuruwa, Duduwa Rural Municipality-1, Banke, Lumbini 🌍

⚠️ On 8/26/2021, heavy rainfall has been reported in Kandhaipuruwa, Duduwa Rural Municipality-1. Stay safe and take necessary precautions. ⛈️💦

#HeavyRainfall #StaySafe #DuduwaRuralMunicipality"
4,Lumbini,Rapti Sonari,Heavy Rainfall,Banke,8/26/2021,"Heavy Rainfall at Buddhachoke, Rapti Sonari Rural Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

📍 Buddhachoke, Rapti Sonari Rural Municipality-4, Banke, Lumbini Province

📅 Incident Date: 8/26/2021

Stay safe, everyone! Due to heavy rainfall in Buddhachoke, Rapti Sonari Rural Municipality-4, we urge residents to take necessary precautions and stay indoors. Keep an eye on local authorities' updates for any evacuation or safety instructions.

#HeavyRainfall #StaySafe #BankeDistrict #LumbiniProvince"
3,Lumbini,Duduwa,Heavy Rainfall,Banke,8/26/2021,"Heavy Rainfall at Bankatawa, Duduwa Rural Municipality-3","🌧️ Just in! Heavy rainfall has been reported in Bankatawa, Duduwa Rural Municipality-3, Banke district, Lumbini province. Stay safe and take necessary precautions! #HeavyRainfall #StaySafe #BankeDistrict"
3,Madhesh,Aaurahi,Heavy Rainfall,Dhanusa,8/26/2021,"Heavy Rainfall at Bikrampur, Aaurahi Rural Municipality-3","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Bikrampur, Aaurahi Rural Municipality-3! 🚨

We regret to inform you that heavy rainfall has been reported in your area. Please take necessary precautions and stay safe. 🙏

Date: 8/26/2021
Province: Madhesh
District: Dhanusa
Municipality: Aaurahi
Ward: 3

Stay indoors, avoid unnecessary travel, and keep an eye on local announcements for updates. Our thoughts are with you during this time. 💙

#HeavyRainfallAlert #StaySafe #Bikrampur #AaurahiRuralMunicipality"
7,Lumbini,Lamahi,Heavy Rainfall,Dang,8/26/2021,Heavy Rainfall at Lamahi Municipality-7,"🌧️ Heavy Rainfall Alert 🌧️

📍 Lamahi Municipality-7, Dang, Lumbini 📍

Stay safe, Lamahi! ⚠️ Heavy rainfall has been reported in your area. Please take necessary precautions and stay indoors. 

#SafetyFirst #LamahiMunicipality #HeavyRainfall #StaySafe"
10,Lumbini,Sunwal,Heavy Rainfall,Nawalparasi West,8/26/2021,"Heavy Rainfall at Kharkharibari, Sunwal Municipality-10","🌧️ Heavy Rainfall at Kharkharibari, Sunwal Municipality-10 🌧️

We want to inform everyone about the heavy rainfall that occurred in Kharkharibari, Sunwal Municipality-10, Nawalparasi West, Lumbini Province. Please take necessary precautions and stay safe!

#HeavyRainfallAlert #StaySafe #NawalparasiWest #LumbiniProvince"
3,Madhesh,Baudhimai,Heavy Rainfall,Rautahat,8/25/2021,"Heavy Rainfall at Matiarba, Baudhimai Municipality-3","🚨 Urgent Alert 🚨

Attention residents of Matiarba, Baudhimai Municipality-3! 🌧️ Heavy rainfall has been reported in your area today. Please stay indoors and take necessary precautions to ensure your safety. Stay tuned for further updates. #StaySafe #HeavyRainfall #Matiarba #Baudhimai #Rautahat"
9,Lumbini,Lamahi,Heavy Rainfall,Dang,8/24/2021,"Heavy Rainfall at Satbhara, Lamahi Municipality-9","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Satbhara, Lamahi Municipality-9 in Dang district, Lumbini province! 

We want to inform you that heavy rainfall has been reported in your area today. Please take necessary precautions and stay safe. 

For any emergency assistance, contact your local authorities. Stay tuned for further updates. 

#SafetyFirst #HeavyRainfall #StaySafe"
2,Karnali,Khandachakra,Heavy Rainfall,Kalikot,8/24/2021,"Heavy Rainfall at Kalikhola, Khandachakra Municipality-2","🌧️ Heavy Rainfall Alert 🌧️

Kalikhola, Khandachakra Municipality-2 in Kalikot district, Karnali province, experienced heavy rainfall on 8/24/2021. Stay safe and take necessary precautions. #HeavyRainfall #StaySafe #Kalikot #Khandachakra"
4,Bagmati,Indrasarowar,Heavy Rainfall,Makwanpur,8/24/2021,"Heavy Rainfall at Timure, Indrasarowar Rural Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Timure, Indrasarowar Rural Municipality-4! 

We regret to inform you that heavy rainfall has been reported in your area. Please take necessary precautions and stay safe. Keep an eye on local news and follow the instructions of local authorities.

Stay indoors and avoid unnecessary travel until the weather improves. Stay tuned for further updates.

#HeavyRainfallAlert #StaySafe #Timure #IndrasarowarRuralMunicipality4 #BagmatiProvince #MakwanpurDistrict"
4,Karnali,Bheriganga,Heavy Rainfall,Surkhet,8/24/2021,"Heavy Rainfall at Baunichaur, Bheriganga Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! Baunichaur in Bheriganga Municipality-4, Surkhet, Karnali Province, is experiencing heavy rainfall today. Please take necessary precautions and stay indoors. Stay tuned for further updates. #HeavyRainfall #StaySafe #BherigangaMunicipality"
6,Sudurpashchim,Bhimdatta,Heavy Rainfall,Kanchanpur,8/24/2021,"Heavy Rainfall at Bhagawati, Bhimdatta Municipality-6","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, Bhagawati residents! ⚠️🏘️

We want to inform you that Bhagawati, Bhimdatta Municipality-6, Kanchanpur, Sudurpashchim, is currently experiencing heavy rainfall. Please take necessary precautions and stay indoors until the weather improves. 🌧️🏠

For any emergency assistance, contact your local authorities. Stay safe and dry! 💪🌧️

#HeavyRainfall #SafetyFirst #BhimdattaMunicipality #Kanchanpur"
3,Gandaki,Beni,Heavy Rainfall,Myagdi,8/23/2021,"Heavy Rainfall at Dudhekhole, Beni Municipality-3","🌧️ Heavy Rainfall Alert 🌧️

📍 Dudhekhole, Beni Municipality-3, Myagdi 

Stay safe, everyone! Heavy rainfall has been reported in Dudhekhole, Beni Municipality-3, Myagdi. Please take necessary precautions and stay indoors. Keep an eye on local authorities for updates. 🚧💦

#HeavyRainfall #StaySafe #BeniMunicipality #Myagdi #GandakiProvince"
7,Koshi,Solududhakunda,Heavy Rainfall,Solukhumbu,8/23/2021,Heavy Rainfall at Solududhakunda Municipality-7,"🌧️ Heavy Rainfall Alert 🌧️

Stay cautious, folks! Solududhakunda Municipality-7 in Solukhumbu district, Koshi province, experienced heavy rainfall today. Please take necessary precautions and stay safe. #RainfallAlert #StaySafe #SolududhakundaMunicipality"
9,Madhesh,Bode Barsain,Heavy Rainfall,Saptari,8/23/2021,"Heavy Rainfall at Deuri, Bode Barsain Municipality-9","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! A heavy rainfall has been reported in Deuri, Bode Barsain Municipality-9, Saptari. Please take necessary precautions and avoid unnecessary travel. Stay tuned for further updates. 💦

#HeavyRainfallAlert #StaySafe #Saptari #Madhesh"
5,Sudurpashchim,Bedkot,Heavy Rainfall,Kanchanpur,8/23/2021,"Heavy Rainfall at Polkhari, Bedkot Municipality-5","🌧️🚨 Heavy Rainfall Alert 🚨🌧️

📍 Polkhari, Bedkot Municipality-5, Kanchanpur

⚠️ On 8/23/2021, heavy rainfall has been reported in Bedkot Municipality-5, Kanchanpur, Sudurpashchim Province. Please stay safe and take necessary precautions.

#HeavyRainfall #StaySafe #BedkotMunicipality5 #Kanchanpur #Sudurpashchim"
24,Gandaki,Pokhara Lekhnath,Heavy Rainfall,Kaski,8/22/2021,"Heavy Rainfall at Kaskitole, Pokhara Lekhnath Metropolitan City-24","🌧️ Heavy Rainfall Alert 🌧️

📍 Kaskitole, Pokhara Lekhnath Metropolitan City-24

Stay safe, everyone! The Gandaki Province, Kaski District, is experiencing heavy rainfall today. Please take necessary precautions and stay indoors. We hope everyone stays safe and dry! 💦

#HeavyRainfall #StaySafe #GandakiProvince #KaskiDistrict #PokharaLekhnathMetropolitanCity24"
1,Karnali,Musikot,Heavy Rainfall,Rukum West,8/22/2021,"Heavy Rainfall at Bheri, Musikot Municipality-1","🌧️🚨 Heavy Rainfall Alert 🚨🌧️

We want to inform everyone that there has been heavy rainfall in Bheri, Musikot Municipality-1, Rukum West. Please take necessary precautions and stay safe. #HeavyRainfall #StaySafe #RukumWest #MusikotMunicipality"
7,Karnali,Aathbiskot,Heavy Rainfall,Rukum West,8/22/2021,"Heavy Rainfall at Danphe, Aathbiskot Municipality-7","🌧️ Heavy Rainfall at Danphe, Aathbiskot Municipality-7 🌧️

🚨 Incident Alert 🚨

Date: 8/22/2021
Province: Karnali
District: Rukum West
Municipality: Aathbiskot
Ward: 7

⚠️ Heavy rainfall has been reported in Danphe, Aathbiskot Municipality-7. Please stay safe and take necessary precautions. Stay tuned for further updates. ⚠️

#HeavyRainfall #SafetyFirst #StaySafe #AathbiskotMunicipality"
5,Koshi,Chhathar,Heavy Rainfall,Terhathum,8/20/2021,"Heavy Rainfall at Kathare, Chhathar Rural Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Chhathar Rural Municipality-5, Terhathum! 

We want to inform you about the heavy rainfall incident that occurred on 8/20/2021 in the Kathare area. Please take necessary precautions and stay safe during this time. Stay tuned for further updates.

#HeavyRainfall #StaySafe #Terhathum #ChhatharRuralMunicipality"
6,Sudurpashchim,Gaumul,Heavy Rainfall,Bajura,8/20/2021,"Heavy Rainfall at Gauritole, Gaumul Rural Municipality-6","🌧️ Heavy Rainfall Alert 🌧️

Attention, residents of Gaumul Rural Municipality-6 in Bajura district, Sudurpashchim province! 🚨

We would like to inform you that heavy rainfall has been reported in your area on 8/20/2021. Please take necessary precautions and stay safe. 💦

#HeavyRainfall #Gaumul #Bajura #StaySafe"
5,Sudurpashchim,Budhiganga,Heavy Rainfall,Bajura,8/20/2021,"Heavy Rainfall at Gairitole, Budhiganga Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

📍Gairitole, Budhiganga Municipality-5, Bajura, Sudurpashchim Province 📍

Stay safe, everyone! Heavy rainfall has been reported in Gairitole, Budhiganga Municipality-5, Bajura. Please take necessary precautions and stay indoors until the weather conditions improve. Stay tuned for further updates.

#HeavyRainfallAlert #StaySafe #Bajura #Sudurpashchim"
6,Gandaki,Besishahar,Heavy Rainfall,Lamjung,8/19/2021,"Heavy Rainfall at makaidanda, Besishahar Municipality-6","🌧️🌧️ Heavy Rainfall Alert! 🌧️🌧️

Attention Besishahar Municipality-6 residents! 🚨🏘️

We regret to inform you that heavy rainfall has been reported in your area. Please take necessary precautions to ensure your safety and well-being. Stay indoors if possible and avoid unnecessary travel.

Date of Incident: 8/19/2021
Province: Gandaki
District: Lamjung
Municipality: Besishahar
Ward: 6

Stay safe, everyone! 💙 #HeavyRainfall #StaySafe #BesishaharMunicipality"
4,Koshi,Tapli,Heavy Rainfall,Udayapur,8/19/2021,"Heavy Rainfall at yanupana, Tapli Rural Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

🚨 Urgent Update 🚨

⚠️ Yanupana, Tapli Rural Municipality-4 in Udayapur District is currently experiencing heavy rainfall. Please take necessary precautions and stay safe!

📅 Incident Date: 8/19/2021
📍 Province: Koshi
🏢 Municipality: Tapli
🏘️ Ward: 4

Stay tuned for further updates and stay safe, everyone! 🙏 #HeavyRainfall #StaySafe #Udayapur"
