Ward,Province,Municipality,Hazard,District,Incident on,Title,instagram_status
8,Gandaki,Dordi,Heavy Rainfall,Lamjung,6/15/2021,"Heavy Rainfall at Hilebajar, Dordi Rural Municipality-8","🌧️ Heavy Rainfall Alert 🌧️

📍 Hilebajar, Dordi Rural Municipality-8, Lamjung, Gandaki 🌍

Stay safe, everyone! Heavy rainfall has been reported in Hilebajar, Dordi Rural Municipality-8. Take necessary precautions and stay indoors. 💦🏠

#HeavyRainfall #StaySafe #Lamjung #Gandaki #DordiRuralMunicipality"
27,Gandaki,Pokhara Lekhnath,Heavy Rainfall,Kaski,6/15/2021,"Heavy Rainfall at Ritthepqni, Pokhara Lekhnath Metropolitan City-27","🌧️ Heavy Rainfall Alert 🌧️

📍 Ritthepqni, Pokhara Lekhnath Metropolitan City-27

Stay safe, everyone! Heavy rainfall has been reported in Ritthepqni, Pokhara Lekhnath Metropolitan City-27. Remember to take necessary precautions and stay indoors until the weather improves. Stay tuned for further updates. 💦💨

#HeavyRainfall #StaySafe #PokharaLekhnath #GandakiProvince #KaskiDistrict #Ward27"
16,Lumbini,Ramgram,Heavy Rainfall,Nawalparasi West,6/15/2021,"Heavy Rainfall at Hakui, Ramgram Municipality-16","🌧️ Heavy Rainfall at Hakui, Ramgram Municipality-16 🌧️

Stay safe everyone! Heavy rainfall has been reported in Hakui, Ramgram Municipality-16, Nawalparasi West. Take necessary precautions and stay indoors until the situation improves. #HeavyRainfall #StaySafe #NawalparasiWest #RamgramMunicipality16"
6,Lumbini,Pratappur,Heavy Rainfall,Nawalparasi West,6/15/2021,"Heavy Rainfall at Piparpati, Pratappur Rural Municipality-6","🌧️ Heavy Rainfall at Piparpati, Pratappur Rural Municipality-6 🌧️

📅 Incident on: 6/15/2021
📍 Province: Lumbini
🏙️ District: Nawalparasi West
🏘️ Municipality: Pratappur
🏢 Ward: 6

Stay safe and take necessary precautions during this heavy rainfall. Keep an eye out for any updates from local authorities. 🙏 #HeavyRainfall #StaySafe #Nepal #Pratappur #NaturalHazard"
6,Lumbini,Tribeni,Heavy Rainfall,Rolpa,6/15/2021,"Heavy Rainfall at Syalibajar, Tribeni Rural Municipality-6","🌧️ Heavy Rainfall Alert 🌧️

📍 Syalibajar, Tribeni Rural Municipality-6, Rolpa, Lumbini Province

📅 Incident Date: 6/15/2021

Stay safe, everyone! Heavy rainfall has been reported in Syalibajar, Tribeni Rural Municipality-6, Rolpa. Please take necessary precautions and stay indoors until the situation improves. Our thoughts are with the affected community. 🙏 #HeavyRainfall #StaySafe #RolpaStrong #TribeniRuralMunicipality"
5,Sudurpashchim,Bedkot,Heavy Rainfall,Kanchanpur,6/14/2021,"Heavy Rainfall at Dharampur, Bedkot Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

📍 Dharampur, Bedkot Municipality-5
📅 Incident on: 6/14/2021
🌍 Province: Sudurpashchim
🏞️ District: Kanchanpur
🏘️ Municipality: Bedkot
🔢 Ward: 5

Stay safe, stay indoors, and keep an eye on updates! 💙 #HeavyRainfall #SafetyFirst #StaySafe #Dharampur #Bedkot #Kanchanpur"
2,Bagmati,Indrasarowar,Heavy Rainfall,Makwanpur,6/14/2021,"Heavy Rainfall at Jharnakholsa, Indrasarowar Rural Municipality-2","🌧️ Heavy Rainfall Alert 🌧️

📍 Jharnakholsa, Indrasarowar Rural Municipality-2

Stay safe, everyone! Heavy rainfall has been reported in Jharnakholsa, Indrasarowar Rural Municipality-2, Bagmati Province, Makwanpur District. Take necessary precautions and stay indoors until the weather improves. Stay tuned for further updates. 💦💨 #HeavyRainfall #StaySafe #Makwanpur #Indrasarowar"
1,Lumbini,Thawang,Heavy Rainfall,Rolpa,6/13/2021,"Heavy Rainfall at Thulogaun, Thawang Rural Municipality-1","🌧️ Heavy Rainfall Alert 🌧️

📍 Thulogaun, Thawang Rural Municipality-1, Rolpa

Stay safe, Thawang! Heavy rainfall has been reported in your area. Take necessary precautions and stay indoors. Stay tuned for updates. 💦💨

#RainfallAlert #StaySafe #Thawang #Rolpa #Lumbini"
24,Gandaki,Pokhara Lekhnath,Heavy Rainfall,Kaski,6/11/2021,"Heavy Rainfall at Kaskikote, Pokhara Lekhnath Metropolitan City-24","🌧️☔️ Heavy Rainfall Alert! ☔️🌧️

📍 Kaskikote, Pokhara Lekhnath Metropolitan City-24

📅 Incident Date: 6/11/2021

🌍 Province: Gandaki

🏞️ District: Kaski

🏢 Municipality: Pokhara Lekhnath

🏘️ Ward: 24

Stay safe and take necessary precautions during this heavy rainfall. Keep an eye out for updates and stay tuned for more information. #HeavyRainfall #StaySafe #PokharaLekhnath #Kaskikote"
2,Lumbini,Lumbini Sanskritik,Heavy Rainfall,Rupandehi,5/29/2021,Heavy Rainfall at Lumbini Sanskritik Municipality-2,"🌧️ Heavy Rainfall at Lumbini Sanskritik Municipality-2 🌧️
Date: 5/29/2021
Province: Lumbini
District: Rupandehi
Municipality: Lumbini Sanskritik
Ward: 2

Stay safe, everyone! Heavy rainfall has been reported in Lumbini Sanskritik Municipality-2. Please take necessary precautions and stay indoors. 🙏 #HeavyRainfall #StaySafe #LumbiniSanskritikMunicipality2"
9,Madhesh,Gadhimai,Heavy Rainfall,Rautahat,5/29/2021,Heavy Rainfall at Gadhimai Municipality-9,"🌧️ Heavy Rainfall Alert! 🌧️
📍 Gadhimai Municipality-9, Rautahat, Madhesh

Stay safe, everyone! Heavy rainfall has been reported in Gadhimai Municipality-9. Please take necessary precautions and stay indoors. If you need assistance, contact local authorities. Stay tuned for updates. 💦💨 #RainfallAlert #StaySafe #GadhimaiMunicipality #Rautahat #Madhesh"
7,Gandaki,Sahid Lakhan,Heavy Rainfall,Gorkha,5/28/2021,"Heavy Rainfall at Bankali, Sahid Lakhan Rural Municipality-7","🌧️ Heavy rainfall alert! 🌧️
Stay safe, Bankali! Sahid Lakhan Rural Municipality-7 in Gorkha, Gandaki Province is experiencing heavy rainfall. Take necessary precautions and stay indoors. #RainfallAlert #StaySafe #Gorkha #Gandaki #Bankali"
1,Bagmati,Sunkoshi,Heavy Rainfall,Sindhuli,5/27/2021,"Heavy Rainfall at Kameraphat, Sunkoshi Rural Municipality-1","🌧️ Heavy Rainfall Alert 🌧️

📍 Kameraphat, Sunkoshi Rural Municipality-1 📍

Stay safe, everyone! Heavy rainfall has been reported in Kameraphat, Sunkoshi Rural Municipality-1, Sindhuli. Please take necessary precautions and stay indoors until the weather improves. Stay tuned for further updates. 💦

#HeavyRainfall #StaySafe #Sindhuli #Sunkoshi #WeatherUpdate"
1,Lumbini,Naubahini,Heavy Rainfall,Pyuthan,5/22/2021,"Heavy Rainfall at Chautara, Naubahini Rural Municipality-1","🌧️ Heavy Rainfall at Chautara, Naubahini Rural Municipality-1 🌧️

📅 Incident on: 5/22/2021
📍 Province: Lumbini
🏞️ District: Pyuthan
🏙️ Municipality: Naubahini
🏘️ Ward: 1

Stay safe and take necessary precautions during this heavy rainfall. Our thoughts are with the affected community. 🙏 #HeavyRainfall #Chautara #Naubahini #Pyuthan #StaySafe"
1,Lumbini,Palhi Nandan,Heavy Rainfall,Nawalparasi West,5/20/2021,"Heavy Rainfall at Rampurawa, Palhi Nandan Rural Municipality-1","🌧️ Heavy Rainfall Alert 🌧️

📍 Rampurawa, Palhi Nandan Rural Municipality-1

Stay safe, everyone! Heavy rainfall has been reported in Rampurawa, Palhi Nandan Rural Municipality-1, Nawalparasi West. Take necessary precautions and stay indoors until further notice. Stay tuned for updates. 💦💨 #HeavyRainfall #StaySafe #NawalparasiWest #Lumbini"
6,Sudurpashchim,Bhimdatta,Heavy Rainfall,Kanchanpur,5/20/2021,"Heavy Rainfall at Bankhet, Bhimdatta Municipality-6","🌧️ Heavy Rainfall Alert 🌧️

📍 Bankhet, Bhimdatta Municipality-6
🗓️ Incident on: 5/20/2021
🌍 Province: Sudurpashchim
🏞️ District: Kanchanpur
🏙️ Municipality: Bhimdatta
🏘️ Ward: 6

Stay safe, everyone! The heavy rainfall in Bankhet, Bhimdatta Municipality-6 has caused potential hazards. Please take necessary precautions and stay indoors until the situation improves. Our thoughts are with the affected community. 🙏 #HeavyRainfall #StaySafe #Bankhet #BhimdattaMunicipality6 #Kanchanpur #Sudurpashchim"
1,Bagmati,Sunkoshi,Heavy Rainfall,Sindhuli,5/12/2021,"Heavy Rainfall at Kameraphat, Sunkoshi Rural Municipality-1","🌧️ Heavy Rainfall Update 🌧️

📍 Kameraphat, Sunkoshi Rural Municipality-1

📅 Incident Date: 5/12/2021

🌍 Province: Bagmati
🏞️ District: Sindhuli
🏘️ Municipality: Sunkoshi
🏢 Ward: 1

Stay safe, everyone! Keep an eye out for any updates and take necessary precautions. 💙 #HeavyRainfall #Sindhuli #StaySafe"
4,Sudurpashchim,Swami Kartik,Heavy Rainfall,Bajura,5/12/2021,"Heavy Rainfall at Phaita, Swami Kartik Rural Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

📍 Phaita, Swami Kartik Rural Municipality-4
📅 Incident on: 5/12/2021

⚠️ Sudurpashchim Province, Bajura District ⚠️

Stay safe, everyone! Heavy rainfall has been reported in Phaita, Swami Kartik Rural Municipality-4. Take necessary precautions and stay updated with local authorities. 🙏 #HeavyRainfall #StaySafe #BajuraDistrict"
5,Gandaki,Rupa,Heavy Rainfall,Kaski,5/6/2021,"Heavy Rainfall at Daurali, Rupa Rural Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

📍 Daurali, Rupa Rural Municipality-5, Kaski, Gandaki

Stay safe, everyone! Heavy rainfall has been reported in Daurali, Rupa Rural Municipality-5. Take necessary precautions and stay indoors until the weather improves. 🙏

#HeavyRainfall #StaySafe #Daurali #RupaRuralMunicipality #Kaski #Gandaki"
21,Gandaki,Pokhara Lekhnath,Heavy Rainfall,Kaski,5/5/2021,"Heavy Rainfall at Nirmal Pokhari, Pokhara Lekhnath Metropolitan City-21","🌧️ Heavy Rainfall Alert 🌧️

📍 Nirmal Pokhari, Pokhara Lekhnath Metropolitan City-21

📅 Incident Date: 5/5/2021

🏞️ Province: Gandaki
🗺️ District: Kaski
🏙️ Municipality: Pokhara Lekhnath
🏢 Ward: 21

Stay safe and take necessary precautions during this heavy rainfall. Keep an eye on updates and stay indoors if possible. 🙏💧 #HeavyRainfall #StaySafe #PokharaLekhnath #NirmalPokhari #Gandaki #Kaski #Ward21"
4,Koshi,Dhankuta,Heavy Rainfall,Dhankuta,10/18/2020,"Heavy Rainfall at Shramik tole, Dhankuta Municipality-4","🌧️ Heavy Rainfall Alert 🌧️ 

📍 Shramik tole, Dhankuta Municipality-4

Stay safe, everyone! Heavy rainfall has been reported in Shramik tole, Dhankuta Municipality-4. Please take necessary precautions and stay indoors. Stay tuned for more updates. #HeavyRainfall #StaySafe #DhankutaMunicipality4"
7,Koshi,Dhankuta,Heavy Rainfall,Dhankuta,10/9/2020,"Heavy Rainfall at Zero Point, Dhankuta Municipality-7","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, Dhankuta! ⚠️ The Zero Point area in Dhankuta Municipality-7 is experiencing heavy rainfall today. Please take necessary precautions and avoid unnecessary travel. Stay updated with local authorities for any emergency updates. #HeavyRainfall #Dhankuta #StaySafe"
1,Bagmati,Dudhouli,Heavy Rainfall,Sindhuli,10/5/2020,"Heavy Rainfall at Gegeyani, Dudhouli Municipality-1","🌧️ Heavy Rainfall Alert! 🌧️
Stay safe, Dudhouli! ⚠️
Gegeyani, Dudhouli Municipality-1 in Sindhuli, Bagmati Province experienced heavy rainfall on 10/5/2020. Take necessary precautions and stay indoors! 🏠💦 #RainfallAlert #StaySafe #Sindhuli #Dudhouli #BagmatiProvince"
1,Lumbini,Palhi Nandan,Heavy Rainfall,Nawalparasi West,9/29/2020,"Heavy Rainfall at Barkisunari, Palhi Nandan Rural Municipality-1","🌧️ Heavy Rainfall Alert 🌧️

📍 Barkisunari, Palhi Nandan Rural Municipality-1

Stay safe, everyone! Barkisunari in Palhi Nandan Rural Municipality-1, Nawalparasi West, Lumbini Province, is experiencing heavy rainfall today. Please take necessary precautions and stay indoors. Let's keep each other informed and safe! 💙 #HeavyRainfall #StaySafe #NawalparasiWest #LumbiniProvince"
7,Madhesh,Malangawa,Heavy Rainfall,Sarlahi,9/28/2020,Heavy Rainfall at Malangawa Municipality-7,"🌧️ Heavy Rainfall Alert 🌧️

📍 Malangawa Municipality-7, Sarlahi, Madhesh 🇳🇵

📅 Incident on: 9/28/2020

Stay safe, Malangawa! Heavy rainfall has been reported in your area. Take necessary precautions and stay indoors. Keep an eye out for updates from local authorities. 🙏💦 #HeavyRainfall #StaySafe #MalangawaMunicipality7 #Sarlahi #Madhesh"
5,Koshi,Silichong,Heavy Rainfall,Sankhuwasabha,9/28/2020,"Heavy Rainfall at Hongduwa, Silichong Rural Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

☔️ Just in: Heavy rainfall has hit Hongduwa, Silichong Rural Municipality-5 in Sankhuwasabha district, Koshi province. Stay safe and take necessary precautions! 💦

#HeavyRainfall #Alert #StaySafe #Sankhuwasabha #Koshi #Silichong"
3,Lumbini,Pratappur,Heavy Rainfall,Nawalparasi West,9/28/2020,"Heavy Rainfall at Sonami, Pratappur Rural Municipality-3","🌧️ Heavy Rainfall Alert 🌧️
Sonami, Pratappur Rural Municipality-3, Nawalparasi West, Lumbini Province experienced heavy rainfall on 9/28/2020. Stay safe and take necessary precautions! 💦💨 #HeavyRainfall #StaySafe #NawalparasiWest"
7,Bagmati,Ramechhap,Heavy Rainfall,Ramechhap,9/27/2020,"Heavy Rainfall at Mudajor, Ramechhap Municipality-7","🌧️ Heavy Rainfall at Mudajor, Ramechhap Municipality-7 🌧️
🗓️ Incident on: 9/27/2020
📍 Province: Bagmati
🏞️ District: Ramechhap
🏙️ Municipality: Ramechhap
🌆 Ward: 7

Stay safe and take necessary precautions! 💪 #HeavyRainfall #Ramechhap #StaySafe"
8,Koshi,Bhojpur,Heavy Rainfall,Bhojpur,9/27/2020,"Heavy Rainfall at Pokheraline, Bhojpur Municipality-8","🌧️ Heavy Rainfall Alert 🌧️

📍 Pokheraline, Bhojpur Municipality-8

Stay safe, folks! Heavy rainfall has been reported in Pokheraline, Bhojpur Municipality-8, Koshi Province. Please take necessary precautions and stay indoors. Our thoughts are with everyone affected by this weather event. 💙

#HeavyRainfall #StaySafe #BhojpurMunicipality #KoshiProvince #NaturalHazard"
8,Koshi,Dhankuta,Heavy Rainfall,Dhankuta,9/27/2020,"Heavy Rainfall at Shreemarga, Dhankuta Municipality-8","🌧️ Heavy Rainfall Alert! 🌧️

Stay safe, everyone! ⚠️ Shreemarga in Dhankuta Municipality-8, Dhankuta district, Koshi province, experienced heavy rainfall on 9/27/2020. Take necessary precautions and stay indoors. 🏠

#HeavyRainfall #StaySafe #DhankutaMunicipality #KoshiProvince #DhankutaDistrict #NaturalHazard"
4,Koshi,Dhankuta,Heavy Rainfall,Dhankuta,9/26/2020,"Heavy Rainfall at Dhanabari, Dhankuta Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

📍 Dhanabari, Dhankuta Municipality-4

Stay safe, everyone! Heavy rainfall is expected in Dhanabari, Dhankuta Municipality-4 today. Take necessary precautions and stay indoors. Stay tuned for further updates. 💦💨

#HeavyRainfall #SafetyFirst #StayIndoors #DhankutaMunicipality4 #Koshi #Dhankuta"
9,Koshi,Dhankuta,Heavy Rainfall,Dhankuta,9/26/2020,"Heavy Rainfall at Baikuntha, Dhankuta Municipality-9","🌧️ Heavy Rainfall at Baikuntha, Dhankuta Municipality-9 🌧️

Stay safe everyone! Heavy rainfall has been reported in Baikuntha, Dhankuta Municipality-9. Please take necessary precautions and stay indoors until the weather improves. #HeavyRainfall #StaySafe #Dhankuta #Koshi"
4,Koshi,Mahalaxmi,Heavy Rainfall,Dhankuta,9/26/2020,"Heavy Rainfall at Haledi, Mahalaxmi Municipality-4","🌧️ Heavy Rainfall Alert! 🌧️

Stay safe, Haledi! ⚠️ Yesterday, heavy rainfall hit Haledi in Dhankuta district, Koshi Province. 🌧️💦

Let's hope everyone is safe and sound! 🙏 Stay indoors and take necessary precautions. 💪

#HeavyRainfall #StaySafe #Dhankuta #KoshiProvince"
6,Koshi,Chhathar,Heavy Rainfall,Terhathum,9/26/2020,"Heavy Rainfall at Yansijung, Chhathar Rural Municipality-6","🌧️ Heavy Rainfall Alert 🌧️
Stay safe, everyone! Yansijung in Chhathar Rural Municipality-6, Terhathum, Koshi Province, experienced heavy rainfall today. Take necessary precautions and stay indoors. Stay tuned for updates! 💦💨 #HeavyRainfall #StaySafe #Terhathum #ChhatharRuralMunicipality"
4,Koshi,Chhathar,Heavy Rainfall,Terhathum,9/26/2020,"Heavy Rainfall at Phakchamara, Chhathar Rural Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! Phakchamara, Chhathar Rural Municipality-4 in Terhathum District, Koshi Province, is experiencing heavy rainfall. Please take necessary precautions and stay indoors. 🏠💦

#HeavyRainfall #StaySafe #TerhathumDistrict #ChhatharRuralMunicipality4"
16,Madhesh,Barahathawa,Heavy Rainfall,Sarlahi,9/26/2020,"Heavy Rainfall at Tikuliya, Barahathawa Municipality-16","🌧️🌊 Heavy rainfall has hit Tikuliya in Barahathawa Municipality-16, Sarlahi district, Madhesh province! Stay safe and take necessary precautions. #HeavyRainfall #Barahathawa #Sarlahi #Madhesh #StaySafe"
11,Lumbini,Tillotama,Heavy Rainfall,Rupandehi,9/26/2020,"Heavy Rainfall at Ganesh Nagar, Tillotama Municipality-11","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, Tillotama Municipality-11! 🏘️☔️

Ganesh Nagar, located in Rupandehi district, Lumbini province, is currently experiencing heavy rainfall. 🌧️💦 Please take necessary precautions and stay indoors to ensure your safety. 🙏

#HeavyRainfall #StaySafe #TillotamaMunicipality11 #RupandehiDistrict #LumbiniProvince"
10,Lumbini,Devdaha,Heavy Rainfall,Rupandehi,9/26/2020,"Heavy Rainfall at Rambha Devi Toll, Devdaha Municipality-10","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! 🙏🏼 Heavy rainfall has been reported at Rambha Devi Toll, Devdaha Municipality-10, Rupandehi. Please take necessary precautions and avoid unnecessary travel in the area. Stay tuned for updates. 💦💨 #HeavyRainfall #StaySafe #DevdahaMunicipality10 #Rupandehi #Lumbini"
17,Lumbini,Butwal,Heavy Rainfall,Rupandehi,9/26/2020,"Heavy Rainfall at Ranigunj, Butwal Submetropolitan City-17","🌧️ Heavy Rainfall Alert 🌧️

📍 Ranigunj, Butwal Submetropolitan City-17
📅 Incident on: 9/26/2020
🌍 Province: Lumbini
🏞️ District: Rupandehi
🏙️ Municipality: Butwal
🏘️ Ward: 17

Stay prepared and take necessary precautions as heavy rainfall is expected in Ranigunj! Keep safe and stay indoors. 🌧️💦 #HeavyRainfall #StaySafe #ButwalSubmetropolitanCity17"
4,Lumbini,Butwal,Heavy Rainfall,Rupandehi,9/26/2020,"Heavy Rainfall at Laxminagar, Butwal Submetropolitan City-4","🌧️ Heavy Rainfall at Laxminagar, Butwal Submetropolitan City-4 🌧️

📅 Incident on: 9/26/2020
📍 Province: Lumbini
🏢 District: Rupandehi
🏘️ Municipality: Butwal
🏢 Ward: 4

Stay safe, Butwal! Heavy rainfall has hit Laxminagar in Butwal Submetropolitan City-4. Take necessary precautions and stay indoors. Our thoughts are with everyone affected. 🙏 #HeavyRainfall #Butwal #StaySafe"
