text,target
"ðŸš¨ Urgent Update ðŸš¨

ðŸŒŠ Flood Alert ðŸŒŠ

ðŸ“ Chewabeshi, Khandbari Municipality-10

ðŸ’” Our hearts go out to the residents of Chewabeshi, Khandbari Municipality-10, Sankhuwasabha. A devastating flood has struck the area, causing widespread damage.

ðŸ“… Incident Date: 6/17/2019
ðŸŒ Province: Koshi
ðŸž District: Sankhuwasabha
ðŸ™ Municipality: Khandbari
ðŸ˜ Ward: 10

ðŸ™ Let's keep the affected families in our thoughts and offer support in any way we can. Stay safe, everyone!

#FloodAlert #ChewabeshiFloods #KhandbariMunicipality #Sankhuwasabha #StaySafe",1
"ðŸš¨ Urgent Alert ðŸš¨
A devastating landslide has occurred at Kadachaur, Surma Rural Municipality-1, Bajhang. Please exercise caution and stay safe. #Landslide #DisasterAlert #StaySafe",1
"Venice canals almost dry, two months after severe floods https://t.co/zbyrK3WhTN",1
"ðŸš¨ Earthquake Alert ðŸš¨ 
An earthquake with magnitude __ occurred in Sayal, Budhiganga Municipality-6, Bajura, Sudurpashchim Province. Stay safe and be prepared for aftershocks. #Earthquake #SafetyFirst #Bajura",1
"ðŸš¨ Urgent Update ðŸš¨ 
Flood alert in Chudi, Bhanu Municipality-4, Tanahu. Stay safe, seek higher ground, and follow local authorities' instructions. #FloodSafety #StaySafe #TanahuFloods",1
"At least five houses were affected due to a landslide in Kuibir, Sangurigadhi Rural Municipality-5, Dhankuta on 2023-07-07. The incident occurred early in the morning and was the cause of massive destruction. According to the people in the ward, heavy rainfall was the trigger of the landslide. The local administration has announced relief to those affected, including temporary shelter.",1
"ðŸš¨ Urgent Alert ðŸš¨

ðŸŒŠ Flood Warning ðŸŒŠ

Attention residents of Taprisera, Budhiganga Municipality-2! Please be advised that a severe flood has occurred in your area. 

ðŸ“… Incident Date: 7/20/2020
ðŸ“ Province: Sudurpashchim
ðŸžï¸ District: Bajura
ðŸ˜ï¸ Municipality: Budhiganga
ðŸ¢ Ward: 2

Stay alert and take necessary precautions to ensure your safety. Seek higher ground immediately if you are in a low-lying area. 

Please share this information with your friends and family to help keep everyone informed. Stay safe! ðŸ’™ #FloodAlert #BudhigangaMunicipality #StaySafe",1
Springtime in tornado alley -> RT @stlactivisthub: Crazy -tornado passes by a man in a car on his cell... http://youtu.be/aijg8hWU4fM,0
Why is it mutually exclusive all of a sudden?,0
"GOD SAYS SCOTLAND, IRELAND,ENGLAND TOLERATE EACH OTHER, YOU MUST DO THIS. REMEMBER GREAT IRISH POTATO FAMINE,ENGLANâ€¦ https://t.co/f42cZCc9Rq",0
No more free plastic bags in Baltimore City after bill signing--I guess they need to raise money to buy more plastiâ€¦ https://t.co/v4MH7fynO3,0
"""You don't bring Wildfire into your home and expect it to stay in the fireplace."" - #Loki, The Gospel of Loki, Joanne M. Hâ€¦",0
"Good lord, the Sunday news. Reminds me of a Soviet joke. A listener calls the radio: - ""Comrades, will there be war?"" - ""â€¦",0
The Amazon is a long and windy river that does not always have the infrastructure or accessibility for tourists. https://t.co/hLBTFT1uqf,0
"ðŸš¨ Urgent Announcement ðŸš¨

An earthquake has struck Bigu Rural Municipality-1 in Dolakha district, Bagmati province. Please stay safe and follow all safety guidelines. Our thoughts are with everyone affected by this natural disaster. #EarthquakeAlert #StaySafe",1
Saturday in Tirana we will hold an artisan Christmas market to fundraise directly for those who survived the Albanian earthquake Albania. Pray for Albania. Albanian ,1
"ðŸš¨ Urgent Update ðŸš¨

A devastating landslide has occurred at Sayal Rural Municipality-4 in Doti district, Sudurpashchim Province. Our thoughts and prayers are with the affected community. Stay safe, and we hope for a swift recovery. #Landslide #StaySafe #Doti #Sudurpashchim",1
Dumb runny nose.,0
"On 2023-06-18, a landslide occurred in Sirijangha Rural Municipality-4 of Taplejung District, Koshi Province. The landslide caused destruction in Tellok area of Ward- 4. No casualties were reported. An investigation to look into the matter is being conducted.",1
Police: 60% motorcycle accident fatalities due to head injuries https://t.co/diAT3eQ2Uj via,0
Body Bag...,0
Pinatubo survivors send humanitarian team to Taal victims https://t.co/VgtYxE6SBQ #TaalVolcano,0
"A landslide occurred in Garjeni, Pyuthan Municipality-7 on July 14, 2023. Lumbini's Pyuthan District was the area most affected, resulting in massive disruption and destruction of property. People have been reminded to remain vigilant to ensure their safety during such hazardous conditions.",1
"From big data to customer-centricity to content strategy and beyond, these are the seismic shifts that ruled the 20â€¦ https://t.co/NDEEn02wgs",0
"ðŸš¨ Urgent Alert! ðŸš¨

A devastating landslide has occurred at Syala, Galkot Municipality-3 in Baglung District. Please exercise caution and stay away from the affected area. Our thoughts are with the residents of Ward 3. Stay safe, everyone! ðŸ’”ðŸ™

#LandslideAlert #GalkotMunicipality #BaglungDistrict #StaySafe",1
Iâ€™d be a lot more concerned about uncle Andrew and his dead paedophile mate and the harâ€¦ https://t.co/6QR6AwUSCM,0
Don't panic your status at the university reflect NSFAS 2020 Application Sâ€¦ https://t.co/dBdBO9gUgB,0
"Grief comes in waves, but you canâ€™t escape it. If you try, you drown.",0
"ðŸš¨ ALERT ðŸš¨
#Flood reported in Bishaltar, Benighat Rorang Rural Municipality-5, Dhading, Bagmati Province. Stay safe and follow local authorities' instructions. #StaySafe #DisasterAlert",1
An F-16 jet in a flooded hangar at Hatzor Airbase in Israel near Ashdod. Eight F-16 fighter jets were damaged during the fâ€¦,0
"There's method to the madness with the California wild fires. Instead of foreclosures in mass, creating a situationâ€¦ https://t.co/hyZEBMAXyk",1
"ðŸš¨ Urgent Update ðŸš¨

Flood alert! ðŸŒŠ

A severe flood has hit Fame, Phidim Municipality-1 in Panchthar district, Koshi province. Stay safe and stay tuned for further updates. #FloodAlert #StaySafe #PhidimMunicipality",1
Best Wishes to all of you affected by Hurricane Sandy!!! Let's ride this out!!!,0
Today publishes its first Rapid Response Review on #wildfire risks https://t.co/n1aEo0Elos **All** 57 scâ€¦,0
"ðŸ”¥ Forest Fire Alert! ðŸ”¥

ðŸ“ Kadelshwora, Pokhara Lekhnath Metropolitan City-31

ðŸ“† Incident Date: 4/14/2021

ðŸŒ Province: Gandaki
ðŸž District: Kaski
ðŸ™ Municipality: Pokhara Lekhnath
ðŸ¢ Ward: 31

Stay safe and take necessary precautions! ðŸ™

#ForestFire #Alert #StaySafe #PokharaLekhnath #Gandaki #Kaski",1
eizouken really good it's incredible how refreshing it is to see an anime with school age female leads that aren't even remoteâ€¦,0
We wanted to entertain you all with a good movie on Sankranthi festival. And you gave us a Landslide Victory as return giftâ€¦,0
"ðŸš¨ Urgent Notice ðŸš¨

Attention residents of Dharan Submetropolitan City-5! 

We regret to inform you that Sundarbasti is currently experiencing a severe flood. Please take immediate precautions and ensure the safety of your loved ones. Stay tuned for updates and follow the instructions of local authorities. Our thoughts are with you during this difficult time. ðŸ™

#FloodAlert #StaySafe #DharanSubmetropolitanCity #Sundarbasti #Koshi #Sunsari",1
Oh look the Justice Dept. is helping oil companies shake off climate lawsuits so our government is now officially an accâ€¦,0
New post on my blog: PHOTOS: Hurricane Harvey Submerged Cars Could Be On Their Way To Nigeria http://fb.me/1dUbl2UBX¬†,0
"ðŸš¨ Breaking News ðŸš¨

ðŸŒŠ Flood Alert! ðŸŒŠ

ðŸ’” Majareme village in Jahada Rural Municipality-5, Morang district, Koshi province, has been hit by a devastating flood today. ðŸ’”

ðŸ“… Incident Date: 7/13/2019

ðŸ™ Our thoughts and prayers go out to the affected families. Stay strong, Majareme! ðŸ™

#FloodAlert #Majareme #Jahada #Morang #Koshi #StayStrong",1
Did you know that 61% of pedestrian fatalities tested for alcohol were BAC (Blood Alcohol Content) positive?â€‹ Chooâ€¦ https://t.co/RG8WeATaJh,0
Shhhhhh. Thatâ€™s meant to be all swept under the carpet !! USA rather not discuss their mass murder in the sky ! https://t.â€¦,0
cool of australia to invite international athletes over so we can choke them to death with our death air,0
"ðŸš¨ Landslide Alert ðŸš¨
A landslide has occurred at Bersawang - Sahid Marga, Rolpa Municipality-10, Rolpa District, Lumbini Province. Please exercise caution and stay safe. #Landslide #Rolpa #Nepal",1
me and abby are having a lazy day watching films with food on monday bc floods and hurricane,0
"ðŸŒŠ Flood Alert ðŸŒŠ

ðŸ“ Ratuwamai Municipality-6, Morang, Koshi Province

ðŸš¨ A severe flood hit our community on 7/14/2019. Stay safe and take necessary precautions.

#FloodAlert #Ratuwamai #StaySafe",1
"ðŸš¨ Urgent Update ðŸš¨

ðŸŒŠ Flood Alert ðŸŒŠ

Attention residents of Ramghat, Pokhara Lekhnath Metropolitan City-12! ðŸžï¸

We regret to inform you that a severe flood has hit your area. Please take immediate precautions and ensure your safety.

ðŸ“… Incident Date: 7/10/2020
ðŸ“ Province: Gandaki
ðŸžï¸ District: Kaski
ðŸ¢ Municipality: Pokhara Lekhnath
ðŸ˜ï¸ Ward: 12

Stay tuned for further updates and stay safe! ðŸ™

#FloodAlert #Ramghat #PokharaLekhnath #StaySafe",1
He gave her the car. He flattened the tire so she couldn't leave before the cops came. He called theâ€¦,0
"ðŸš¨ Urgent Update ðŸš¨
A devastating landslide has occurred in Tinau Rural Municipality-3, Palpa, Lumbini Province. Please stay safe and follow the instructions of local authorities. #Landslide #EmergencyResponse #StaySafe",1
i put you first and you adored it set fires to my forest and you let it burn,0
Itâ€™s Trauma Tuesday tomorrow in #Virchester :-) #trauma â€¦,0
"ðŸŒŠ Flood Alert ðŸŒŠ

ðŸ“ Baghador, Chulachuli Rural Municipality-1, Ilam

ðŸš¨ A devastating flood struck Baghador, Chulachuli Rural Municipality-1 in the Koshi province. 

ðŸ“… Incident Date: 7/12/2019

ðŸ’” Our thoughts are with the affected community. Stay strong, Baghador!

#FloodAlert #PrayForBaghador #StayStrongIlam",1
"""We're prepared to go camping, but we're not prepared for camping to come to us."" Insights into why the Pacific Norâ€¦ https://t.co/h2KwDctMtZ",0
"ðŸš¨ BREAKING ðŸš¨
Flood alert in Paudi, Sundarbazar Municipality-7, Lamjung! ðŸŒŠðŸ’¦
Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Lamjung #Gandaki",1
"On Albania`s independence day lets send our best wishes to the Albanian people. Normally a day of celebrations, this year a day of grief and heartwarming solidarity. Our thoughts are with all people that have been impacted by the Albanian earthquake and lost loved ones ",1
"Siwon Choi, V of BTS, and basketball star Donovan Mitchell sends their prayers to the Filipino people. Check out their postâ€¦",0
#DoctorWho companions. Ben didn't think having a holiday camp on a desolate planet was a good idea. https://t.co/XIJ5sYâ€¦,0
"A deadly landslide occurred on 2023-06-18 at ward 5 of Sangurigadhi Rural Municipality in Dhankuta district, Koshi province. The landslide at Pahire has caused widespread destruction in the region. Reports from the scene suggest that locals are in desperate need of aid.",1
"I care about root causes, actual facts demonstrated, evidence, not LEAâ€¦ https://t.co/4Y5nZTKHsx",0
A â€˜resprouterâ€™ eucalypt forest burned by high-severity fire near the Macalister River in eastern Victoâ€¦ https://t.co/VgX9H4zxYA,1
Peruvian President Martin Vizcarra launched a campaign to reforest the Machu Picchu archeological site in order to protect iâ€¦,0
"ðŸš¨ Urgent Alert! ðŸš¨

ðŸŒ§ï¸ Landslide at Stupa, Pokhara Lekhnath Metropolitan City-22 ðŸŒ§ï¸

ðŸ“… Incident Date: 7/7/2021
ðŸ“ Province: Gandaki
ðŸ“ District: Kaski
ðŸ“ Municipality: Pokhara Lekhnath
ðŸ“ Ward: 22

Stay safe and avoid the affected area. Follow local authorities for updates. ðŸ™ #Landslide #SafetyFirst #StayInformed",1
"If you need somewhere to go to take shelter from Hurricane Matthew: http://floridaevacuates.com 
Be safe. http://fb.me/1n5N4LXHQ ",0
"ðŸš¨ ALERT ðŸš¨ A devastating landslide occurred at Lyachhebar, Umakunda Rural Municipality-1, Ramechhap District, Bagmati Province on 2023-08-16. Stay safe and follow local authorities' instructions. #Landslide #Ramechhap #Bagmati",1
"Due to my current health conditions, I will be putting myself in quarantine for the next 10 days.",0
has Issued a Small Stream Flood Advisory. https://t.co/t9pG7m34lY #arwx #mowx #mswx #tnwx https://t.co/tIMBMiOAei,0
From the Survivors...,0
Haitians scramble for shelter from powerful Hurricane Matthew http://ift.tt/2doy8nG ,0
This is the Brazilian senator who was the creator of the law of abuse of authority in which he protects baâ€¦,0
Tears gonna be flooding hitc ðŸ˜­,0
Jamaicans take shelter ready for 155mph Hurricane Matthew http://briefsfromshittu.blogspot.com/2016/10/jamaicans-take-shelter-ready-for-155mph.html …,0
People in the army kill people everyday and then get sent home no jail time,0
Take me with you,0
"""Tagged you"" ""Mentioned you"" ""Fast replies"" ""Flood messages"" I want that shit",0
"ðŸš¨ Urgent Alert ðŸš¨

ðŸŒŠ Flood Alert ðŸŒŠ

There has been a devastating flood at Nanumati, Shivasataxi Municipality-10 in Jhapa district, Koshi province. The incident occurred on 9/8/2020. 

Please stay safe and take necessary precautions. Our thoughts are with the affected community. ðŸ™

#FloodAlert #StaySafe #Jhapa #Koshi",1
And what about the Boba tea u thirst trapped up with?,0
its been a wild long ass hurricane ride it reached my limit already so please just ask or say to me anything dont assume i know or anything,0
"Met my social media volunteers, as a part of Modi jiâ€™s birthday celebrations and decided to celebrate it as â€œSeva Saalâ€¦",0
@iwbadg scary stuff!! Do you have a tornado shelter? Be safe!,0
Climate change could lead to more injuries and deaths... #whatistech #todaytechnews #latestechâ€¦ https://t.co/ix90uxvrNC,0
2023-06-20; A devastating flood hit the Alaichi Bari of Yangwarak Rural Municipality-4 in Panchthar province. The municipality has declared emergency and asked for national and international aid. People of the area are on high alert as the flood continues to spread.,1
"ðŸš¨Flood AlertðŸš¨
ðŸ“Mathurabesi, Chhatradev Rural Municipality-3, Arghakhanchi, Lumbini Province
ðŸ“… Incident: 2021-06-16
Stay safe and follow local authorities' instructions. #FloodSafety #Arghakhanchi #Lumbini",1
i literally screamed when i saw it,0
"â€œSoon Iâ€™m going to wake up and realize this was all a dream, Iâ€™m still in the middle of Parasite and all the equipmâ€¦ https://t.co/utpEgFlEd7",0
