,Unnamed: 0,title,hazard,incident_on,province,district,municipality,ward,text,target
2323,2323,"Landslide at MauriBhir , Kushma Municipality-10",Landslide,7/4/2023,Gandaki,Parbat,Kushma,10,"A massive landslide occurred on 2023-07-04 in MauriBhir, Ward 10 of Kushma Municipality in the district of Parbat, Gandaki Province. No casualties or injuries were reported. Local teams are assessing the damages in Chinke, Bidur, and Patriya for further action.",1
2324,2324,"Landslide at Chapleti , Bigu Rural Municipality-1",Landslide,7/4/2023,Bagmati,Dolakha,Bigu,1,"A massive landslide in Chapleti, Bigu Rural Municipality-1, Dolakha, on July 4th, 2023 has caused an immense amount of destruction. The ward (1) is in ruins with many homeless people and loss of properties. Rescue operations are currently underway.",1
2325,2325,"Landslide at Kharkhare , Marsyangdi Rural Municipality-7",Landslide,7/4/2023,Gandaki,Lamjung,Marsyangdi,7,"A landslide occurred in Kharkhare Village, Marsyangdi Rural Municipality-7, Lamjung District at 5am on 4th July 2023. The affected area is located in Gandaki Province. People living on risk prone sites have been warned to remain ultra-cautious. Investigations are underway to ascertain the cause of the landslide.",1
2327,2327,"Landslide at Chiureni , Mathagadhi Rural Municipality-1",Landslide,7/4/2023,Lumbini,Palpa,Mathagadhi,1,"A landslide occurred in Chiureni village of Mathagadhi Rural Municipality-1, Palpa in the province of Lumbini on July 20th, 2023. The affected area is currently being monitored while relief efforts are being coordinated to help those affected by the disaster.",1
2328,2328,"Landslide at Panena , Panini Rural Municipality-1",Landslide,7/4/2023,Lumbini,Arghakhanchi,Panini,1,"A landslide occurred in Panena, Panini Rural Municipality-1, Arghakhanchi district in Lumbini on 2023-07-04. Residents of ward 1 were evacuated and are being accommodated in temporary shelters. Local authorities are carrying out further rescue and relief operations in the affected area.",1
2330,2330,"Flood at Kowang , Thasang Rural Municipality-2",Flood,7/4/2023,Gandaki,Mustang,Thasang,2,"On July 4th, 2023, Thasang Rural Municipality-2 in Mustang District, Gandaki Province, experienced a devastating flood. Hundreds of homes and properties have been destroyed. Rescue operations are currently underway to help those affected by the natural disaster.",1
2331,2331,"Landslide at Sano Swami, Kushma Municipality-10",Landslide,7/4/2023,Gandaki,Parbat,Kushma,10,"A devastating landslide occurred at Sano Swami, Kushma Municipality-10 in Gandaki district of Parbat province on 04 July 2023. Kul Bahadur Damai, ward 10 chairman, reported the tragedy as heavy rains caused massive mudslide affecting around 40 houses. Rescue operations were launched soon after to assist the affected families.",1
2332,2332,"Landslide at Danakyu , Nashong Rural Municipality-9",Landslide,7/4/2023,Gandaki,Manang,Nashong,9,"A massive landslide occurred in Nashong Rural Municipality-9's Danakyu on July 4th, 2023. The landslide caused severe damage to the region in the Gandaki District of Manang. There were no confirmed casualties, however, the access to many areas has been blocked.",1
2333,2333,"Landslide at Bhuwanpata , Bhumekasthan Municipality-7",Landslide,7/4/2023,Lumbini,Arghakhanchi,Bhumekasthan,7,"2047-07-04, a deadly landslide occurred in Bhuwanpata of Bhumekasthan Municipality-7 in Lumbini, Arghakhanchi district. The incident took the lives of more than 50 people and left several injured. The Government has deployed a relief team to the area to provide aid.",1
2336,2336,"Landslide at Pangcha, Aamchowk Rural Municipality-10",Landslide,7/4/2023,Koshi,Bhojpur,Aamchowk,10,"A tragic landslide occurred in Pangcha, Aamchowk Rural Municipality-10 of Bhojpur district, Koshi province, on July 4, 2023. Eight families were affected by the landslide causing severe damages. The local authority is providing necessary relief and support to the families.",1
2337,2337,"Landslide at Ghatbesi , Gajuri Rural Municipality-5",Landslide,7/4/2023,Bagmati,Dhading,Gajuri,5,"A devastating landslide occurred in Ghatbesi, Gajuri Rural Municipality-5, Dhading on July 4, 2023. The incident caused numerous damages in the area and loss of lives is feared. Local authorities are still assessing the situation.",1
2338,2338,"Landslide at Pangdur , Bagmati Rural Municipality-3",Landslide,7/4/2023,Bagmati,Lalitpur,Bagmati,3,"On July 4, 2023, a landslide occurred in Pangdur at Bagmati Rural Municipality-3, Lalitpur district, Bagmati province. No casualties have been reported. Authorities are investigating the incident and conducting an assessment for any damages. The local ward leadership is keeping the citizens informed.",1
2339,2339,"Landslide at Gangate , Bhimphedi Rural Municipality-8",Landslide,7/4/2023,Bagmati,Makwanpur,Bhimphedi,8,"On Thursday, July 4th, 2023, a severe landslide occurred in Gangate, Bhimphedi Rural Municipality-8 in Makwanpur district, Bagmati Province. The incident has caused severe destruction in the area and has led to a number of casualties. Measures are being taken to support the affected region and provide relief to those affected.",1
2340,2340,"Landslide at Kairan , Pyuthan Municipality-7",Landslide,7/4/2023,Lumbini,Pyuthan,Pyuthan,7,"On July 4, 2023, a massive landslide occurred at Kairan in Pyuthan Municipality Ward 7, Pyuthan District, Lumbini Province. The incident caused a great deal of damage, and emergency services are at the scene responding and assessing the situation.",1
2346,2346,"Landslide at Nanglapa, Phidim Municipality-7",Landslide,7/4/2023,Koshi,Panchthar,Phidim,7,"A powerful landslide occurred on July 4, 2023 at Nanglapa of Phidim Municipality-7 located in Panchthar District of Province Koshi. The landslide caused major destruction and loss of lives. Detailed information on casualties and damage is yet to be ascertained.",1
2348,2348,Landslide at Ichchhyakamana Rural Municipality-5,Landslide,7/3/2023,Bagmati,Chitwan,Ichchhyakamana,5,"A massive landslide occurred in Rural Municipality-5 of Ichchhyakamana in Chitwan district of Bagmati province on 2023-07-03. The landslide caused significant damage to the nearby communities, bringing life to a standstill.",1
2350,2350,"Landslide at Kaude Bhir , Bulingtar Rural Municipality-6",Landslide,7/3/2023,Gandaki,Nawalparasi East,Bulingtar,6,"On Friday, 2023-07-03, a tragic landslide occured at Kaude Bhir of Bulingtar Rural Municipality-6 in Gandaki district of Nawalparasi East. The incident caused huge losses of lives and property. Investigation is underway.",1
2351,2351,"Landslide at Jyamire , Kushma Municipality-10",Landslide,7/3/2023,Gandaki,Parbat,Kushma,10,"A massive landslide occurred at Jyamire of Kushma Municipality Ward 10 of Parbat district in Gandaki province on July 3, 2023. People were panicked and at least 45 houses were buried in the debris. Rescue operation was initiated to determine the number of casualties and an investigation is underway to identify the causes of the landslide.",1
2353,2353,"Landslide at Shree Bhabar, Surnaya Rural Municipality-5",Landslide,7/3/2023,Sudurpashchim,Baitadi,Surnaya,5,"0

A massive landslide took place in Shree Bhabar, located in Surnaya Rural Municipality-5, Baitadi district of Sudurpaschim province on July 3, 2023. The landslide is estimated to have caused significant damages to the road infrastructure and vegetation of the area.",1
2354,2354,"Landslide at Khagal Gaau, Namkha Rural Municipality-3",Landslide,7/3/2023,Karnali,Humla,Namkha,3,"A disaster struck Namkha Rural Municipality-3 on 2023-07-03, when a landslide occurred at Khagal Gaau. One person is reported missing and search parties are searching for survivors. The incident happened in the Karnali Province - Humla District.",1
2355,2355,"Landslide at Bhattedanda, Bagmati Rural Municipality-3",Landslide,7/3/2023,Bagmati,Lalitpur,Bagmati,3,"A massive landslide occurred on July 3rd, 2023 at Bhattedanda, Bagmati Rural Municipality-3, Lalitpur district. People from the nearby village have been evacuated to nearby safe locations due to the threat of further destruction. The authorities are taking measures to reduce the effects of the disaster.",1
2357,2357,"Landslide at Krishnabhir , Benighat Rorang Rural Municipality-7",Landslide,7/3/2023,Bagmati,Dhading,Benighat Rorang,7,"A landslide occurred on 2023-07-03 at Krishnabhir, Benighat Rorang Rural Municipality-7 in the Bagmati district of Dhading. No casualties or injuries have been reported. The authorities are yet to determine the cause of the landslide. Relief and rescue teams have been deployed to the site.",1
2360,2360,"Landslide at Raduwa , Alital Rural Municipality-3",Landslide,7/3/2023,Sudurpashchim,Dadeldhura,Alital,3,"Landslide occured in Alital Rural Municipality-3, Dadeldhura, Sudurpashchim on July 3rd 2023. Local authorities report that one of the hills in Raduwa area collapsed due to a landslide resulting in many houses to be damaged. Relief materials are being provided to the affected families in the area.",1
2364,2364,"Landslide at Yampa , Rhishing Rural Municipality-1",Landslide,7/2/2023,Gandaki,Tanahu,Rhishing,1,"A landslip at Rhishing Rural Municipality-1 in Tanahu District of Gandaki Province occurred on July 2, 2023. People living in Ward 1 are in danger as multiple landslides have been reported close to their homes. The emergency teams are working to speed up the evacuation process.",1
2366,2366,"Landslide at Motinagar , Surnaya Rural Municipality-6",Landslide,7/2/2023,Sudurpashchim,Baitadi,Surnaya,6,"On 2nd July 2023, Landslide occurred at Motinagar of Surnaya Rural Municipality-6 of Baitadi, Sudurpashchim. The landslide damaged two small buildings and nearby road section. People were put on alert in the area. The rescue teams were deployed for immediate help. The local administration has been assessing the landslide area with close scrutiny.",1
2367,2367,"Landslide at Dharapani, Bhotekoshi Rural Municipality-1",Landslide,7/2/2023,Bagmati,Sindhupalchok,Bhotekoshi,1,"Lives disrupted as landslide acoccurs at Dharapani, Bhotekoshi Rural Municipality-1
On July 2, 2023 a deadly landslide struck Dharapani Village in Ward No. 1 of Bhotekoshi Rural Municipality of Sindhupalchok District in Bagmati Province. Initial reports suggest that lives and infrastructure have been adversely affected. An investigation is underway to assess the damages caused.",1
2368,2368,"Landslide at Serighat, Pachaljharana Rural Municipality-3",Landslide,7/2/2023,Karnali,Kalikot,Pachaljharana,3,"Early on Wednesday morning, a landslide occurred in Serighat of Pachaljharana Rural Municipality-3, Kalikot in Karnali province. Fortunately, no casualties have been reported. The local administration is providing assistance to those affected by the incident are being provided by the local administration.",1
2369,2369,Landslide at Tribeni Rural Municipality-7,Landslide,7/2/2023,Lumbini,Rolpa,Tribeni,7,"2023-07-02 saw a devastating landslide in Tribeni Rural Municipality-7, Rolpa, Lumbini. Several buildings, houses and boulders were swept away by the force of the landslide. People living in this area are urged to stay safe and to exercise caution when outdoors.",1
2372,2372,"Landslide at Jhyale Bhir, Bhotekoshi Rural Municipality-5",Landslide,7/2/2023,Bagmati,Sindhupalchok,Bhotekoshi,5,"Last Tuesday (2023-07-02), a major landslide struck Jhyale Bhir in Bhotekoshi Rural Municipality-5, Sindhupalchok district, Bagmati province. Initial reports indicate that several homes have been badly impacted due to the hazard, with at least one home destroyed. The cause of the landslide is uncertain, and investigations are ongoing.",1
2378,2378,"Landslide at Barha Kila , Thakre Rural Municipality-2",Landslide,7/2/2023,Bagmati,Dhading,Thakre,2,"A landslide occurred on July 2nd, 2023 in Barha Kila, located at Ward 2 of Thakre Rural Municipality in Dhading District of Bagmati Province. Local people in Barha Kila are encouraged to take precautionary measures and remain alert for any further information regarding the landslide.",1
2380,2380,"Landslide at Dholyamod , Surnaya Rural Municipality-5",Landslide,7/2/2023,Sudurpashchim,Baitadi,Surnaya,5,"2023-07-02: A massive landslide at Dholyamod, Surnaya Rural Municipality-5, Baitadi District in Sudurpashchim Province damaged homes and blocked roads along with claiming several lives. Relief and rescue efforts have been put into action immediately.",1
2383,2383,"Landslide at Dhaireni , Mathagadhi Rural Municipality-1",Landslide,7/1/2023,Lumbini,Palpa,Mathagadhi,1,"On 2023-07-01, a devastating landslide occurred in Dhaireni, Mathagadhi Rural Municipality-1, Palpa, Lumbini. Preliminary reports suggest large scale destruction caused by the landslide. Rescue and relief efforts are ongoing.",1
2384,2384,"Landslide at Tinlakuri , Tansen Municipality-5",Landslide,7/1/2023,Lumbini,Palpa,Tansen,5,"A landslide occurred at Tinlakuri, Tansen Municipality-5 on 2023-07-01. The natural disaster is believed to have been caused by heavy monsoon rains in Lumbini district, Palpa. Villagers nearby have been warned to stay away and seek a safe refuge.",1
2387,2387,"Landslide at Barha Kila , Thakre Rural Municipality-2",Landslide,7/1/2023,Bagmati,Dhading,Thakre,2,"On July 1, a large landslide occurred at Barha Kila in Thakre Rural Municipality-2 in Dhading district of Bagmati province. The nearby houses were totally damaged while many were displaced due to the impact of the landslide. An investigation is underway to determine the exact cause of the disaster.",1
